method,route,source,symbol,auth_dependency_chain,authorization_evidence,expected_request,actual_request_declaration,expected_response_declaration,actual_return_expressions,consumer_candidates,service_db_calls,declared_error_paths,test_reference_candidates,production_readiness
GET,/shop/cards/challenge,app/api/web_routes/shop.py:210,shop_challenge_card,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": []}",None,"RedirectResponse(url=f'/shop?type=challenge_card{_flash_params(request)}', status_code=302)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; _flash_params; router.get,,tests/unit/api/web_routes/test_shop_3b1.py; tests/unit/api/web_routes/test_shop_3a.py; tests/unit/api/web_routes/test_shop_feedback.py; tests/unit/api/web_routes/test_shop_preview.py; tests/unit/api/web_routes/test_shop.py; tests/unit/api/web_routes/test_shop_3b2.py,UNVERIFIED
POST,/shop/cards/{card_type_id}/buy/{design_id},app/api/web_routes/shop.py:223,shop_buy,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""card_type_id"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""design_id"", ""type"": ""<class 'str'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"RedirectResponse(f'{shop_path}?purchased={design_id}', status_code=303) | RedirectResponse(f'{shop_path}?error=free', status_code=303) | RedirectResponse(f'{shop_path}?error=owned', status_code=303) | RedirectResponse(f'{shop_path}?error=credits', status_code=303) | RedirectResponse(f'{shop_path}?error=invalid', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; _TYPE_TO_SHOP_PATH.get; purchase_design; router.post,,tests/unit/api/web_routes/test_shop_vt.py; tests/unit/api/web_routes/test_shop.py,UNVERIFIED
GET,/friends/search,app/api/web_routes/friends.py:231,friends_search,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""q"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""limit"", ""type"": ""<class 'int'>"", ""required"": false}], ""body"": []}",None,JSONResponse(items),app/templates/friends.html,"Depends; JSONResponse; Query; User.email.ilike; User.name.ilike; User.nickname.ilike; _friendship_state; db.query; db.query(User).filter; db.query(User).filter(User.is_active == True, User.id != user.id, or_(User.name.ilike(f'%{q}%'), User.nickname.ilike(f'%{q}%'), User.email.ilike(f'%{q}%'))).limit; db.query(User).filter(User.is_active == True, User.id != user.id, or_(User.name.ilike(f'%{q}%'), User.nickname.ilike(f'%{q}%'), User.email.ilike(f'%{q}%'))).limit(limit).all; items.append; or_; router.get",,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
GET,/friends,app/api/web_routes/friends.py:274,friends_page,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('friends.html', {'request': request, 'user': user, 'friends': friends, 'incoming': incoming, 'outgoing': outgoing, 'incoming_count': len(incoming), 'friend_data': friend_data, 'success': request.query_params.get('success'), 'error': request.query_params.get('error'), **_spec_ctx(user, db)})",app/templates/dashboard_student_new.html; app/templates/vt_challenges.html; app/templates/vt_challenge_send.html; app/templates/friends.html; app/templates/public/player_profile.html,Depends; _friend_data_map; _friend_list; _incoming_requests; _outgoing_requests; _spec_ctx; len; request.query_params.get; router.get; templates.TemplateResponse,,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
GET,/friends/requests,app/api/web_routes/friends.py:298,friends_requests_page,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('friends.html', {'request': request, 'user': user, 'friends': _friend_list(db, user.id), 'incoming': incoming, 'outgoing': outgoing, 'incoming_count': len(incoming), 'active_tab': 'requests', 'friend_data': {}, 'success': request.query_params.get('success'), 'error': request.query_params.get('error'), **_spec_ctx(user, db)})",app/templates/friends.html,Depends; _friend_list; _incoming_requests; _outgoing_requests; _spec_ctx; len; request.query_params.get; router.get; templates.TemplateResponse,,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
POST,/friends/send,app/api/web_routes/friends.py:323,send_friend_request_by_identifier,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": [{""name"": ""identifier"", ""type"": ""<class 'str'>"", ""required"": false}, {""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends?success=request_sent'), status_code=303) | RedirectResponse(url='/friends?error=user_not_found', status_code=303) | RedirectResponse(url='/friends?error=user_not_found', status_code=303) | RedirectResponse(url='/friends?error=self_request', status_code=303) | RedirectResponse(url='/friends?error=already_friends', status_code=303) | RedirectResponse(url='/friends?error=request_pending', status_code=303) | RedirectResponse(url='/friends?error=blocked', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,"Depends; Form; Friendship; RedirectResponse; _safe_next; datetime.now; db.add; db.commit; db.delete; db.flush; db.query; db.query(User).filter; db.query(User).filter(User.is_active == True, (User.email == identifier) | (User.nickname == identifier)).first; get_friendship; identifier.strip; notification_service.create_notification; router.post",,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
POST,/friends/request/{user_id},app/api/web_routes/friends.py:383,send_friend_request,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""user_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends?success=request_sent'), status_code=303) | RedirectResponse(url='/friends?error=self_request', status_code=303) | RedirectResponse(url='/friends?error=user_not_found', status_code=303) | RedirectResponse(url='/friends?error=already_friends', status_code=303) | RedirectResponse(url='/friends?error=request_pending', status_code=303) | RedirectResponse(url='/friends?error=blocked', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,"Depends; Form; Friendship; RedirectResponse; _safe_next; datetime.now; db.add; db.commit; db.delete; db.flush; db.query; db.query(User).filter; db.query(User).filter(User.id == user_id, User.is_active == True).first; get_friendship; notification_service.create_notification; router.post",,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
POST,/friends/accept/{friendship_id},app/api/web_routes/friends.py:434,accept_friend_request,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""friendship_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends?success=request_accepted'), status_code=303) | RedirectResponse(url='/friends/requests?error=not_found', status_code=303) | RedirectResponse(url='/friends/requests?error=not_pending', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; Form; RedirectResponse; _safe_next; datetime.now; db.commit; db.query; db.query(Friendship).filter; db.query(Friendship).filter(Friendship.id == friendship_id).first; notification_service.create_notification; router.post,,tests/unit/api/web_routes/test_friends.py; tests/unit/api/web_routes/test_public_player_profile.py,UNVERIFIED
POST,/friends/decline/{friendship_id},app/api/web_routes/friends.py:463,decline_friend_request,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""friendship_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends/requests?success=request_declined'), status_code=303) | RedirectResponse(url='/friends/requests?error=not_found', status_code=303) | RedirectResponse(url='/friends/requests?error=not_pending', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; Form; RedirectResponse; _safe_next; datetime.now; db.commit; db.query; db.query(Friendship).filter; db.query(Friendship).filter(Friendship.id == friendship_id).first; router.post,,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
POST,/friends/remove/{user_id},app/api/web_routes/friends.py:482,remove_friend,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""user_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends?success=friend_removed'), status_code=303) | RedirectResponse(url='/friends?error=not_friends', status_code=303) | RedirectResponse(url='/friends?error=not_participant', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; Form; RedirectResponse; _safe_next; db.commit; db.delete; get_friendship; router.post,,tests/unit/api/web_routes/test_friends.py,UNVERIFIED
POST,/friends/cancel/{friendship_id},app/api/web_routes/friends.py:500,cancel_friend_request,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""friendship_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""next"", ""type"": ""typing.Optional[str]"", ""required"": false}]}",None,"RedirectResponse(url=_safe_next(next, '/friends?success=request_cancelled'), status_code=303) | RedirectResponse(url='/friends?error=not_found', status_code=303) | RedirectResponse(url='/friends?error=not_pending', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; Form; RedirectResponse; _safe_next; db.commit; db.delete; db.query; db.query(Friendship).filter; db.query(Friendship).filter(Friendship.id == friendship_id).first; router.post,,tests/unit/api/web_routes/test_public_player_profile.py,UNVERIFIED
GET,/challenges,app/api/web_routes/vt_challenges.py:226,challenge_inbox,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('vt_challenges.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'active_rows': active_rows, 'terminal_rows': terminal_rows, 'success': request.query_params.get('success'), 'error': request.query_params.get('error')}) | guard",app/templates/virtual_training_hub.html; app/templates/vt_challenge_detail.html; app/templates/vt_challenge_lobby.html; app/templates/vt_challenge_results.html; app/templates/card_studio_shell.html; app/templates/dashboard_student_new.html; app/templates/vt_challenge_result_card.html; app/templates/vt_challenges.html; app/templates/vt_challenge_send.html; app/templates/card_studio_challenge.html; app/templates/virtual_training_target_tracking_result.html; app/templates/virtual_training_memory_sequence_result.html; app/templates/friends.html; app/templates/my_cards_challenge_card.html; app/templates/includes/cs_challenge_panel.html; app/templates/public/player_profile.html,"Depends; User.id.in_; VirtualTrainingAttempt.id.in_; VirtualTrainingChallenge.created_at.desc; VirtualTrainingGame.id.in_; _build_inbox_row; _spec_ctx; attempt_ids.add; db.commit; db.query; db.query(User).filter; db.query(User).filter(User.id.in_(user_ids)).all; db.query(VirtualTrainingAttempt).filter; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id.in_(attempt_ids)).all; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id)).order_by; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id)).order_by(VirtualTrainingChallenge.created_at.desc()).all; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.id.in_(game_ids)).all; game_ids.add; or_; request.query_params.get; require_student_onboarding; router.get; set; sweep_accepted_deadlines; sweep_live_challenges; templates.TemplateResponse; user_ids.add",,tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
GET,/challenges/send,app/api/web_routes/vt_challenges.py:339,challenge_send_form,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""friend_id"", ""type"": ""int | None"", ""required"": false}, {""name"": ""game_code"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"templates.TemplateResponse('vt_challenge_send.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'friends_rows': friends_rows, 'compatible_games': compatible_games, 'expert_unlocked': expert_unlocked, 'preselected_friend_id': preselected_friend_id, 'preselected_game_code': preselected_game_code, 'error': request.query_params.get('error'), 'max_per_cat': MAX_ACTIVE_PER_CATEGORY, 'mood | guard",app/templates/virtual_training_hub.html; app/templates/dashboard_student_new.html; app/templates/vt_challenges.html; app/templates/vt_challenge_send.html; app/templates/friends.html; app/templates/includes/cs_challenge_panel.html; app/templates/public/player_profile.html,"Depends; VirtualTrainingGame.code.in_; VirtualTrainingGame.is_active.is_; VirtualTrainingService.is_expert_unlocked; _accepted_friends; _mood_photos_for_user; _spec_ctx; db.query; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.code.in_(CHALLENGE_COMPATIBLE_GAMES), VirtualTrainingGame.is_active.is_(True)).all; next; request.query_params.get; require_student_onboarding; router.get; templates.TemplateResponse",,tests/unit/api/web_routes/test_vt_challenges.py; tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
POST,/challenges/send,app/api/web_routes/vt_challenges.py:392,send_challenge,app.database.get_db; app.dependencies.get_current_user_web,validate_challenge_mode; validate_completion_window,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [], ""body"": [{""name"": ""challenged_user_id"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""game_id"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""message"", ""type"": ""str | None"", ""required"": false}, {""name"": ""difficulty_level"", ""type"": ""str | None"", ""required"": false}, {""name"": ""challenge_mode"", ""type"": ""str | None"", ""required"": false}, {""name"": ""completion_window_seconds"", ""type"": ""int | None"", ""required"": false}, {""name"": ""challenge_category"", ""type"": ""str | None"", ""required"": false}, {""name"": ""card_photo_url"", ""type"": ""str | None"", ""required"": false}]}",None,"RedirectResponse(url='/challenges?success=challenge_sent', status_code=303) | RedirectResponse(url='/challenges/send?error=category_not_available', status_code=303) | RedirectResponse(url='/challenges/send?error=self_challenge', status_code=303) | RedirectResponse(url='/challenges/send?error=user_not_found', status_code=303) | RedirectResponse(url='/challenges/send?error=not_friends', status_code=303) | RedirectResponse(url='/challenges/send?error=game_not_found', status_code=303) | RedirectResponse(url='/challenges/send?error=game_not_compatible', status_code=303) | RedirectResponse(url='/challenges/send?error=challenge_limit_reached', status_code=303) | RedirectResponse(url='/challenges/send?error=invalid_difficulty', status_code=303) | RedirectResponse(url=f'/challenges/send?error=snapshot_generation_failed', status_code=303) | RedirectResponse(url='/challenges/send?error=expert_locked', status_code=303) | RedirectResponse(url='/challenges/send?error=invalid_challenge_mode', status_code=303) | RedirectResponse(url='/challenges/send?error=invalid_completion_window', status_code=303)",app/templates/virtual_training_hub.html; app/templates/dashboard_student_new.html; app/templates/vt_challenges.html; app/templates/vt_challenge_send.html; app/templates/friends.html; app/templates/includes/cs_challenge_panel.html; app/templates/public/player_profile.html,"(difficulty_level or 'easy').strip; (difficulty_level or 'easy').strip().lower; Depends; Form; RedirectResponse; User.is_active.is_; VirtualTrainingChallenge; VirtualTrainingService.is_expert_unlocked; _trim_message; challenge_category.strip; challenge_category.strip().lower; challenge_mode.strip; challenge_mode.strip().lower; count_active_challenges_in_category; datetime.now; db.add; db.commit; db.flush; db.query; db.query(User).filter; db.query(User).filter(User.id == challenged_user_id, User.is_active.is_(True)).first; db.query(UserMoodPhoto).filter; db.query(UserMoodPhoto).filter(UserMoodPhoto.user_id == user.id, (UserMoodPhoto.processed_png_url == resolved_photo) | (UserMoodPhoto.original_url == resolved_photo)).first; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.id == game_id).first; generate_snapshot; is_friends; isinstance; make_expires_at; notification_service.create_notification; publish_challenge_event; router.post; validate_challenge_mode; validate_completion_window",,tests/unit/api/web_routes/test_vt_challenges.py; tests/unit/api/web_routes/test_vt_challenge_accounting.py; tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
POST,/challenges/{challenge_id}/accept,app/api/web_routes/vt_challenges.py:554,accept_challenge,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"RedirectResponse(url='/challenges?error=not_found', status_code=303) | RedirectResponse(url='/challenges?error=not_pending', status_code=303) | RedirectResponse(url='/challenges?error=challenge_expired', status_code=303) | RedirectResponse(url=f'/challenges/{challenge_id}/lobby', status_code=303) | RedirectResponse(url='/challenges?success=challenge_accepted', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; datetime.now; db.commit; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; make_completion_deadline; notification_service.create_notification; publish_challenge_event; router.post; timedelta,,tests/unit/api/web_routes/test_vt_challenges.py; tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
GET,/challenges/results,app/api/web_routes/vt_challenges.py:678,challenge_results,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""page"", ""type"": ""<class 'int'>"", ""required"": false}, {""name"": ""size"", ""type"": ""<class 'int'>"", ""required"": false}, {""name"": ""status"", ""type"": ""<class 'str'>"", ""required"": false}], ""body"": []}",None,"templates.TemplateResponse('vt_challenge_results.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'rows': [_result_row(ch) for ch in challenges], 'has_next': has_next, 'has_prev': page > 0, 'page': page, 'size': size, 'status_filter': status}) | guard | {'id': ch.id, 'status': ch.status.value, 'opponent_name': _display_name(opponent) if opponent else 'Unknown', 'game_name': ch.game.name if ch.game else '—', 'completed_at': ch.completed_at, 'created_at': ch.created_at, 'card_url': f'/challenges/{ch.id}/card', 'detail_url': f'/challenges/{ch.id}'}",app/templates/vt_challenge_result_card.html; app/templates/vt_challenges.html; app/templates/card_studio_challenge.html; app/templates/my_cards_challenge_card.html,"Depends; Query; VirtualTrainingChallenge.completed_at.desc; VirtualTrainingChallenge.completed_at.desc().nullslast; VirtualTrainingChallenge.created_at.desc; VirtualTrainingChallenge.status.in_; _RESULT_STATUS_MAP.get; _display_name; _result_row; _spec_ctx; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id), VirtualTrainingChallenge.status.in_(statuses)).order_by; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id), VirtualTrainingChallenge.status.in_(statuses)).order_by(VirtualTrainingChallenge.completed_at.desc().nullslast(), VirtualTrainingChallenge.created_at.desc()).offset; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id), VirtualTrainingChallenge.status.in_(statuses)).order_by(VirtualTrainingChallenge.completed_at.desc().nullslast(), VirtualTrainingChallenge.created_at.desc()).offset(page * size).limit; db.query(VirtualTrainingChallenge).filter(or_(VirtualTrainingChallenge.challenger_id == user.id, VirtualTrainingChallenge.challenged_id == user.id), VirtualTrainingChallenge.status.in_(statuses)).order_by(VirtualTrainingChallenge.completed_at.desc().nullslast(), VirtualTrainingChallenge.created_at.desc()).offset(page * size).limit(size + 1).all; len; or_; require_student_onboarding; router.get; templates.TemplateResponse",,tests/unit/api/web_routes/test_challenge_results.py,UNVERIFIED
GET,/challenges/{challenge_id}/card,app/api/web_routes/vt_challenges.py:748,challenge_result_card,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('vt_challenge_result_card.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'challenge': ch, 'challenge_id': ch.id, 'opponent_name': _display_name(opponent) if opponent else 'Unknown', 'game_name': ch.game.name if ch.game else '—', 'unlocked_phases': unlocked_phases, 'locked_phases': locked_phases, 'format_rows': format_rows, 'has_any_owned': has_any_owned | guard",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; _display_name; _spec_ctx; any; db.query; db.query(VirtualTrainingAttempt).filter; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == my_attempt_id).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; get_locked_challenge_card_phases; get_owned_design_ids; get_unlocked_challenge_card_phases; require_student_onboarding; router.get; set; templates.TemplateResponse,"HTTPException(status_code=403, detail='Not a participant of this challenge.')",tests/unit/api/web_routes/test_challenge_result_card.py,UNVERIFIED
GET,/challenges/{challenge_id},app/api/web_routes/vt_challenges.py:821,challenge_detail,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('vt_challenge_detail.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'challenge': ch, 'challenge_category': 'virtual', 'game': game, 'challenger': ch.challenger, 'challenged': ch.challenged, 'winner': ch.winner, 'forfeit_user': ch.forfeit_user, 'challenger_attempt': challenger_attempt, 'challenged_attempt': challenged_attempt, 'challenger_skill_scores':  | guard | templates.TemplateResponse('vt_challenges.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'active_rows': [], 'terminal_rows': [], 'error': 'challenge_not_found'}, status_code=404) | templates.TemplateResponse('vt_challenges.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'active_rows': [], 'terminal_rows': [], 'error': 'not_found'}, status_code=403) | {k: float(v) for k, v in attempt.skill_deltas.items()} | {}",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; _compute_outcome_reason; _skill_scores; _spec_ctx; attempt.skill_deltas.items; db.query; db.query(VirtualTrainingAttempt).filter; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == ch.challenged_attempt_id).first; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == ch.challenger_attempt_id).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; float; require_student_onboarding; router.get; templates.TemplateResponse,,tests/unit/api/web_routes/test_outcome_reason.py; tests/unit/api/web_routes/test_skill_display.py; tests/unit/api/web_routes/test_challenge_detail.py,UNVERIFIED
GET,/challenges/{challenge_id}/card/preview,app/api/web_routes/vt_challenges.py:1508,challenge_card_preview,app.database.get_db; app.dependencies.get_current_user_optional,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [{""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""phase"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""render_token"", ""type"": ""str | None"", ""required"": false}, {""name"": ""export"", ""type"": ""<class 'bool'>"", ""required"": false}, {""name"": ""photo_url"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"templates.TemplateResponse(template_name, {'request': request, **ctx}) | snapshot_url or _get_participant_photo_for_phase(db, uid, phase, is_winner)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; Query; _build_challenge_card_context; _get_participant_photo_for_phase; _get_participant_stats; _photo; _resolve_challenge_render_token; _winner_ctx; db.query; db.query(VirtualTrainingAttempt).filter; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == ch.challenged_attempt_id).first; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == ch.challenger_attempt_id).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; get_locked_challenge_card_phases; get_unlocked_challenge_card_phases; router.get; set; sorted; templates.TemplateResponse,"HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(CHALLENGE_CARD_PLATFORMS)}') | HTTPException(status_code=422, detail=f'Invalid phase: {phase!r}. Valid: {sorted(VALID_CHALLENGE_CARD_PHASES)}') | HTTPException(status_code=404, detail='Challenge not found') | HTTPException(status_code=403, detail='Participants only') | HTTPException(status_code=403, detail=f'Phase {phase!r} is not applicable to this challenge.') | HTTPException(status_code=401, detail='Invalid or expired render token') | HTTPException(status_code=401, detail='Not authenticated')",tests/unit/api/web_routes/test_vt_social_cards.py,UNVERIFIED
